ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,stim_size,pref_unit,stimuli
NaN,Seq_Evol,NaN,,"Start: 11:38
5 blocks completed
1, 3, and 5 degrees",Beto-27052020-002,200527_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,Seq_Evol,NaN,,"Start: 11:48 am
Ch. 25 [0 0] 3 1, hash with a sparse SU that doesn't appear to be visually driven, evolving from whole channel
Block 23, evolution climbing, hasn't surpassed natural images yet
He's working surprisingly well!  Good boy 😊
SU looks like it may be possible to drive up and capture... will try again evolving from just SU
PSTH visually responsive, more of a sustained response than some of the other channels
Stopped at 35 blocks, complete",Beto-27052020-004,200527_Beto_generate_integrated,NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-05-27-Beto-01\2020-05-27-11-48-28
NaN,Seq_Evol,NaN,,"Start: 12:08 pm
Ch. 25 [0 0] 3 1, one SU (1/5, very suppressed), one hash (4/5), evolving from SU alone this time
Block 10, and it's definitely climbing!  PSTH for the SU is developing very nicely.  He's start to get a bit restless, but he goes back to working well relatively quickly
Beautiful evolution!  SU now firing very consistently, evolution has FAR surpassed natural images, keeps on climbing, we're at nearly 30 spikes/s now at block 24, compared to the maybe 1 spike/s we started with
Evolving a pink/red/brown eye
40 blocks, complete!",Beto-27052020-005,200527_Beto_generate_integrated(1),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-05-27-Beto-02\2020-05-27-12-08-28
NaN,Seq_Evol,NaN,,"Start: 12:28 pm
Ch. 25 [0 0] 3 1, one SU (1/5, very suppressed at baseline), one hash (4/5), evolving from SU again
Starting again at <1 spike/s, and he's still working well!  150 ms reward, accuracy at 82%, he's had about 150 cc water
This evolution is going more slowly—block 14 and still flat, generator just hasn't grabbed on to the right features yet, SU is still firing sparsely, so we haven't lost the cell
Still hasn't climbed, must be stuck on a trajectory the cell doesn't care about.  Stopping at block 25 and restarting again",Beto-27052020-006,200527_Beto_generate_integrated(2),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-05-27-Beto-03\2020-05-27-12-28-26
NaN,Seq_Evol,NaN,,"Start: 12:43 pm
Ch. 25 [0 0] 3 1, one SU (1/5, very suppressed at baseline), one hash (4/5), evolving from SU again
He's being grumpy, but he's still willing to work
And we are back in business!  Starting to finally climb again at block 10
He's shaking a lot more now, reward at 300 ms, he's had about 300 cc so far
Block 20, 350 ms reward, fighting a bit, but when he's working, he works really well
Added 50 cc of water, he's really being very cooperative today!  Still climbing at block 30
Added another 150 cc, but he's almost done!  Had to get air bubbles out of the lixit
Jumped up again at block 46!  He's working really, really well
Stopped at block 50, completed",Beto-27052020-007,200527_Beto_generate_integrated(3),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-05-27-Beto-04\2020-05-27-12-43-53
NaN,Seq_Evol,NaN,,"Rf map start at11:32
Chlorhexidine today.
4 blocks complete at 1142",Beto-29052020-001,200529_Beto_rfMapper_basic(2),NaN,NaN,NaN,
NaN,Seq_Evol,NaN,,"Generate integrated start at 1151.
Ch 39 (0 0) 3 1 cmaes. SU 1/5 visually responsive but not great rf
Climbing fast
31 blocks complete at 1206",Beto-29052020-002,200529_Beto_generate_integrated(1),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-05-29-Beto-01\2020-05-29-11-51-31
NaN,Seq_Evol,NaN,,"Generate integrated 2nd time start at 1206
Ch 39 (0 0) 3 1 cmaes. SU 1/5
Again climbing fast.
Stopped at 1224",Beto-29052020-003,200529_Beto_generate_integrated(2),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-05-29-Beto-02\2020-05-29-12-06-53
NaN,Seq_Evol,NaN,,"In rig at 912
Rf map start at 920. 1, 3, 8 degrees.
4 blocks complete stop at 928",Beto-02062020-001,200602_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,Seq_Evol,NaN,,"Generate integrated start at 9:35.
CH 17. Great SU 1/5. Visually responsive
17 (-2, 0) 3 1 CMAES
Taking off almost immediately, this is a good one
Still climbing at block 18,
He is already shaking, its only been 40 minutes and 40 mLs
Image kinda looks like a pink face!
He has 35 rew and 20 aq rew.
Stop at 957. 36 blocks complete",Beto-02062020-002,200602_Beto_generate_integrated,NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-06-02-Beto-01\2020-06-02-09-35-18
NaN,Seq_Evol,NaN,,"004 – generate integrated at 1154 AM
49 (0,0) 3 1, hash 5
/5
completed",Beto-12062020-004,200612_Beto_generate_integrated,NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-06-12-Beto-01\2020-06-12-11-53-39
NaN,Seq_Evol,NaN,,"Same as above
Completed",Beto-12062020-005,200612_Beto_generate_integrated(1),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-06-12-Beto-02\2020-06-12-12-05-29
NaN,Seq_Evol,NaN,,"Rf mapper basic start at 1035. Plan today is to do some V4 multiple evo.
Cleaned with chlorhexidine. 4 blocks complete at 1042",Beto-15062020-001,200615_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,Seq_Evol,NaN,,"Generate integrated start at 10:49.
Ch 55 (0, 0) 3 1 CMAES. SU 2/5, looks sperate on cluster but not so much on wavelength, we will see. It is climbing, has black and white shapes.
Starting to shake only 30 min in. His eye signal looks good and hes working fine. Still climbing at block 28.
33 blocks com stop at 1106.",Beto-15062020-002,200615_Beto_generate_integrated(2),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-06-15-Beto-01\2020-06-15-10-49-33
NaN,Seq_Evol,NaN,,"Generate integrated start at 11:07.
Ch 55 (0, 0) 3 1 CMAES. SU 2/5. 2nd evolution
Climbing at block 6. it sounds more visually responsive as we go, good sign.
This evolution has some pink and blue hues forming. 33 blocks complete at 1125.",Beto-15062020-003,200615_Beto_generate_integrated(3),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-06-15-Beto-02\2020-06-15-11-07-07
NaN,Seq_Evol,NaN,,"Generate integrated start at 11:26.
Ch 55 (0, 0) 3 1 CMAES. SU 2/5. 3rd evolution
Almost there... he is about done. Interesting this image looks more brown/red than white. 32 com at 1148.",Beto-15062020-004,200615_Beto_generate_integrated(4),NaN,NaN,NaN,N:\Stimuli\2019-12-Evolutions\2020-06-15-Beto-03\2020-06-15-11-26-32
NaN,BigGAN,NaN,,"07/20/20. Chlorhexidine. In rig at 1218.
Rf mapper start at 12:29.
5 blocks complete stop at 1234. complete",Beto-20072020-001,200720_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN,0,,"Generate big gan. Start at 12:40.
CH 20 (-0.5 1) 3 1 hash 
CMAES
'BigGAN_class'  
truncnorm.random([1,128]) * 0.7
Default CMAES parameters
init_sigma = 0.06;
% optim_norm = 0.7;
At block 6, its making a black object (dog, bird, backpack)
Block 10, still black object.
Omg, it might actually be climbing at block 12. Block 17, def climbing! Still black object on white background. I am just going to let it go and see how long it climbs.
Little shakes at 1250.
Still climbing at block 27.
41 blocks complete stop at 1256.  complete
entered into Matlab (BigGan)",Beto-20072020-002,200720_Beto_generate_BigGAN(1),20,NaN,NaN,N:\Stimuli\2020-Evolutions\2020-07-20-Beto-01\2020-07-20-12-40-51
NaN,BigGAN,0,,"Same thing, same pics, just cmaes regular generate int in FC6
Start at 1258.
CH 20 (-0.5, 1) 3 1 CMAES, hash
Block 6, dark reddish evolution, block 10, still dark reddish image, doesn’t really look like much. Possibly starting to climb around 12.
Little nap at 108. Shakes at 112
Still climbing at block 27. But still making a red colored object, not black. Block 34, looking a little dark/black. I think it is done climbing.
Still going up at 39. Stop 42 block at 123.  complete
entered into Matlab (BigGan)",Beto-20072020-003,200720_Beto_generate_integrated,20,NaN,NaN,N:\Stimuli\2020-Evolutions\2020-07-20-Beto-02\2020-07-20-12-58-55
NaN,BigGAN,NaN,,"Hp at 1001
001 at 1003 AM. Looks like channel 5 today, su
although RF looking sad...
5 (-0.7,1) 2
completed",Beto-22072020-001,200722_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,1,,"002 at 1014 on 07/22/2020
5 (-0.7, 1) 3 2 CMAES,
fc6
biggan
Completed
Entered into Matlab",Beto-22072020-002,200722_Beto_generate_BigGAN,5,NaN,NaN,N:\Stimuli\2020-BigGAN\2020-07-22-Beto-01\2020-07-22-10-14-22
NaN,BigGAN,2,,"Chan 2 at 11:00 on 07/22/2020
5 (-0.7, 1) 6 2 (bigGAN, first set)
5 (0,0) 6 2 (bigGAN, second set)
We want to see if it will put the feature in the location of the RF
End at 11:34
Drank 350 ml
Margins nice and clean
completed",Beto-22072020-003,200722_Beto_generate_BigGAN(1),5,NaN,NaN,N:\Stimuli\2020-BigGAN\2020-07-22-Beto-02\2020-07-22-11-00-09
NaN,BigGAN,NaN,,"Hp at around 340 PM
001 at 352 PM
rf maping
29 looking great at (-0.8,1)",Beto-23072020-001,200723_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,3,,"002 at 359 PM
29 (-0.8 1) 3 2 CMAES with both
fc6 (1) 
biggan_class (2)
great psths so far",Beto-23072020-002,200723_Beto_generate_BigGAN,29,NaN,NaN,N:\Stimuli\2020-BigGAN\2020-07-23-Beto-01\2020-07-23-15-59-3
NaN,BigGAN,NaN,,"Hp 205
001 at 216 PM rf mapping
26 looking good at –1.2,0",Beto-27072020-001,200727_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,1,,"002 biggan and fc6 evolution using ch 26 at 229 PM
26 (-1.1,0) 3 1 CMAES with fc6 (first) and BG (second),5/5 hash
good psth
working at 75%, which is damn good
259 PM , 73% has had ~110 cc",Beto-27072020-002,200727_Beto_generate_BigGAN,26,3,NaN,N:\Stimuli\2020-BigGAN\2020-07-27-Beto-01\2020-07-27-14-29-47
NaN,,NaN,,"003 at 303 PM
lfp selectivity",Beto-27072020-003,200727_Beto_selectivity_basic,NaN,NaN,NaN,N:\Stimuli\2020-Selectivity\pilotLFP_ORB\2020-07-27-Beto-01
NaN,BigGAN_Hessian,1,,"004 exp at 15:27 
Hessian Manifold Tuning exp
Start Hess computation at 3:18, Major axis are dog head direction, orientation and size.
A lot of images but hopefully it will be meaningful
Hope we can reach block 3. He is working with great performance today!
20 mins kind of finished 3 reps. Finished 300 mL now.
31 mins 81% performance.",Beto-27072020-004,200727_Beto_selectivity_basic(1),26,3,NaN,N:\Stimuli\2020-Hessian\beto-200727-selectivity
NaN,BigGAN,NaN,,"Hp at ~230 PM
002 at 240 PM rf mapping
245 No participation, ~12 rewards in 5 minutes
now he's going
15 looking good (-0.5,1)",Beto-28072020-002,200728_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,5,,"003 at 254 PM
generate 15 (-0.5,1) 3 1  using
CMAES for fc6 (first thread) and
CMAES-ZOHA for BigGan, with the latter being the class and noise vector space together
BigGAN  noise x Class  space ZOHA x CMAES evolution
he's at 77% on this experiment.
FC6 is super successful !
Recruit quite a bit of late activity
28 mins in total",Beto-28072020-003,200728_Beto_generate_BigGAN,15,3,NaN,N:\Stimuli\2020-BigGAN\2020-07-28-Beto-01\2020-07-28-14-54-46
NaN,,NaN,,"004 LFP selectivity
[0 0] 3 degrees, set D
Start: 3:26 pm
92% total accuracy at block 3
5 blocks, complete, 85% final accuracy",Beto-28072020-004,200728_Beto_selectivity_basic,NaN,NaN,NaN,
NaN,,NaN,,"005 LFP selectivity
[0 0] 3 degrees, set E
Start: 3:30 pm
5 blocks, complete, 75% final accuracy",Beto-28072020-005,200728_Beto_selectivity_basic(1),NaN,NaN,NaN,
NaN,BigGAN,5,,"006 BigGAN generate
BigGAN  Class  space CMAES evolution
BigGAN  noise x Class  space CMAES x CMAES evolution
Seems like the 1st and the 2nd thread found some gradient around gen 21
The images go up and down for a whiile.
180 mL now!",Beto-28072020-006,200728_Beto_generate_BigGAN(1),15,3,NaN,N:\Stimuli\2020-BigGAN\2020-07-28-Beto-02\2020-07-28-15-38-41
NaN,BigGAN,NaN,,"Rf map start at 1017. Stop 4 blocks, at 1022",Beto-29072020-001,200729_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"Big gan generate start at 1028.
CH 28 (0, 0.5) 3 1 CMAES fc6 and bigGan class. No climbing from either at 12 blocks... 🙁
Ugh nothing.....at 19 maybe climbing, let it go a little more. The fc6 evolution looks interesting, just not climbing. Biggan making white dog. Nope... so sad stop at 26 blocks. Neither climbed but images did look kinda similar. 1058",Beto-29072020-002,200729_Beto_generate_BigGAN,28,3,NaN,N:\Stimuli\2020-BigGAN\2020-07-29-Beto-01\2020-07-29-10-28-46
NaN,BigGAN_FC6,NaN,,"Generate big gan start at 11:00.
18 (-0.5, 1) 4 1  CMAES fc6 vs biggan class. Hash. Sounds RV, psth looks good. Lets hope this one climbes.
Lots of shakes to start. Started recording shakes for this exp. Thought it was climbing at 9, maybe not at 12.
Taking naps
Bigan on a slow climb, both dropped at 18. Now back up. YAY! Jumped up at 22. But weird, natural images jumped tooooo......biggan making some sort of circle/round object, fc6 has dark round center. Stop at 1134. 24 blocks.",Beto-29072020-003,200729_Beto_generate_BigGAN(1),18,4,NaN,N:\Stimuli\2020-BigGAN\2020-07-29-Beto-02\2020-07-29-11-00-02
NaN,BigGAN,NaN,,"CH 15 (0, 1) 3 1 CMAES just bigGan class. Hash.
Start at 1137. This one was done yesterday as fc6 vs biggan and biggan did not climb. Trying again with just biggan. Nothing at 13. Hes almost done for the day, blasting him.",Beto-29072020-004,200729_Beto_generate_BigGAN(2),15,3,NaN,N:\Stimuli\2020-BigGAN\2020-07-29-Beto-03\2020-07-29-11-37-30
NaN,BigGAN,NaN,,"RF started 10:38
The first RF forget to click recording....
Focus on channel 25
Eye signal drifting around a lot....
Have to help him fixate.....He shakes and sleep  a lot.... Mary goes to check headpost after this...
Choose 29 [0 1.5] 3 2 second unit in 29 completed",Beto-31072020-001,200731_Beto_rfMapper_basic(1),NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"3
GI (1) BigGAN starts 11:07
29 [0 1.5]  3  2  CMAES
FC6,  BigGAN class.
Both starts growing in a sec. BigGAN seems to win.
BigGAN goes to dog space. Grows easily.
FC6 slowly catch up. But lack the late activity bump.
Quite different PSTH. Around gen 18
Still climbing, make CMA a hard foe to beat...
Definitely still BigGAN recruit more late activity.
So score starts to become comparable but PSTH is quite different.
The FC6 space evokes a lot of initial activity and BigGAN does the sustained activity well.
BigGAN is still better but a small gap!
2 threads are quite comparable! And the thing is great!
33 blocks  completed",Beto-31072020-003,200731_Beto_generate_BigGAN(1),29,3,NaN,N:\Stimuli\2020-BigGAN\2020-07-31-Beto-01\2020-07-31-11-07-26
NaN,BigGAN,NaN,,"004  Experimenting new BigGAN Optimizers
GI (2) BigGAN strts 11:47
BigGAN all  CMAES-CMAES
BigGAN  class   CMAES-Hessian
2 threads are quite comparable and evolve from start
Both treads evolve quite well! One has dogs one has some abstrct stuff.
Already 300mL
Grow again around 18gens
Around 27 gens he fins som enew gradient Evoke transient activity now
33 blocks completed",Beto-31072020-004,200731_Beto_generate_BigGAN(2),29,3,NaN,N:\Stimuli\2020-BigGAN\2020-07-31-Beto-02\2020-07-31-11-47-58
NaN,BigGAN,NaN,,"Rf map start at 930. Array weird today. Lots of electrical noise, yet some channels look fine.  ",Beto-03082020-001,200803_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"Generate bigGan start at 942. CH 19 hash.  
19 (0, 3) 4 1 CMAES fc6 so 
19  （0， 3） CMAES hessian Biggan class。Hes workin well so far。 quiet channel， but VR and climbing at 12 blocks。 biggan really climbing fc6 is barely。fc6 was yellow background with gray/daark round object in center. Biggan looked similar, person with curve in similar spot. 31 blocks 1010 ",Beto-03082020-002,200803_Beto_generate_BigGAN,19,4,NaN,N:\Stimuli\2020-BigGAN\2020-08-03-Beto-01\2020-08-03-09-42-05
NaN,BigGAN_FC6,NaN,,"Generate bigGan start at 1011. CH 19 hash.  
19 (0, 3) 4 1 CMAES fc6  
19  （0， 3）4 1 CMAES  Biggan class。 so weird。 all I changed was the Hesiann to CMAES OPtimizer and now the natural images are climbing like crazy。 the unit looks the same too。 Images do not look like the last evolution either, fc6 is colorful and biggan in busy. Something is up. 31 blocks 1047 ",Beto-03082020-003,200803_Beto_generate_BigGAN(1),19,4,NaN,N:\Stimuli\2020-BigGAN\2020-08-03-Beto-02\2020-08-03-10-11-01
NaN,BigGAN,NaN,,"hp around 135 
001 at 143 PM – rf mapping 
did 7 rewards then bumpy for 46 s 
146 nappy time 
CH 1 rf wild – +2.4,+2.6? 
Completed ",Beto-05082020-001,200805_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_Hessian,2,,"block 28 at 223 pm 
28 (-0.5,0) 3 1 , 5/5 Hash 
BIG GAN GENERATE 
002 at 156 PM 
weakish PSTHs. Let's see 
46 s bumpy  
20 s bumpy at 216 PM 
stuff climbing, generation 20, same for fc6 and Biggie 
bumpie at 220 
going for generation 30 at least 
by gen 28, something crashed terribly, but I think that's baseline. He's been moving.  ",Beto-05082020-002,200805_Beto_generate_BigGAN,28,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-05-Beto-01\2020-08-05-13-56-11
NaN,BigGAN_Hessian,2,,"003 starts 14:39  Hessian Axis Selectivity Experiments 
Pretty efficient. Monkey took a nap at 14:57 
fINISH  at 15:02 24 mins 7 reps very efficient.  ",Beto-05082020-003,200805_Beto_selectivity_basic,28,3,NaN,N:\Stimuli\2020-Hessian\beto-200805-selectivity
NaN,BigGAN_FC6,NaN,,"004 generate BigGAN 15:09 
28 (-0.5,0) 3 1 , 5/5 Hash   FC6 space CMAES-Hessian 
28 (-0.5,0) 3 1 , 5/5 Hash    BigGAN class CMAES-Hessian   
Specs:  
1/5 scaling,  0.2  init sigma 
1/5 scaling,  6 init sigma 
The score is meandering up and down.... 
Pick up some gradient around gen 17.  
Climbing of thread 0 is super slow, but at a steady pace....Like some of the in silico exps.  
Need better design for the CMAES Hessian algorithm.  
21 mins  21 generations~ pretty good performance  
Interestingly finds some new gradient around gen 23. Ear of the dog? 
So using Hessian in FC6 exp even makes it evolve slower  
So basically there is very large spread within each generation of images..Better analyze the max and the min separately.  
CMAES Hessina is evolving very slowly in the FC6 space.  
We are getting close to 32!  ",Beto-05082020-004,200805_Beto_generate_BigGAN(1),28,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-05-Beto-02\2020-08-05-15-09-06
NaN,BigGAN,NaN,,"In rig at 910 chlorhexidine. Rf start at 917. 4 blocks stop at 922 ",Beto-07082020-001,200807_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_Hessian,3,,"Generate biggan start at 930.  
CH 20 (-0.4, 1.4) 3 1  cmaes op. Hash. Both started to climb at block 10.  
Fc6 is making its pink eye, biggan is making a dog..... but both are still climbing. Big gan is climbing higher but fc6 has higher peak psth. 30 blocks complete stop at 1002. ",Beto-07082020-002,200807_Beto_generate_BigGAN,20,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-07-Beto-01\2020-08-07-09-30-49
NaN,BigGAN_Hessian,3,,"Selectivity with hessian images. CH 20 (-0.4, 1.4). 4 blocks compllete at 1036. stop ",Beto-07082020-003,200807_Beto_selectivity_basic(1),20,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-07-Beto-01\selectivity
NaN,,NaN,,"Rf mapper start at 939. Very bumpy today.... 4 blocks at 946 ",Beto-11082020-001,200811_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN,NaN,,"Gen biggan start at 953. CH 19 (0.3, 3.5) 4 1 hash. Had a great receptive field.  
CMAES for both, fc6 vs big gan class. Big gan climbing at 7. biggan was doing great, making white dog face and climbing. Fc6 was doing nothing. Decided to try dif location closer to fovea. 23 blocks stop at 1021.  ",Beto-11082020-002,200811_Beto_generate_BigGAN(1),19,4,NaN,N:\Stimuli\2020-BigGAN\2020-08-11-Beto-01\2020-08-11-09-53-11
NaN,BigGAN_Hessian,4,,"Gen biggan start at 1022. CH 19 (0, 2) 4 1 hash. Had a great receptive field.  
CMAES for both, fc6 vs big gan class. Looks like both might be climbing at 15. 20 blocks, fc6 is sure trying, starting to climb a bit. 23 blocks com, both climbed!! Yayayay. Stop 1049. Biggan did better, made little dog face.  
Now doing hess sel. Started python at 1051. I played video and gave dry treats. 1057 done. Took 6 min ",Beto-11082020-003,200811_Beto_generate_BigGAN(2),19,4,NaN,N:\Stimuli\2020-BigGAN\2020-08-11-Beto-02\2020-08-11-10-22-40
NaN,BigGAN_Hessian,4,,"Selectivity with Hess images from previous evo. Start at 1058. Plotting weird.... 
Ch 19 (0, 2) 4 degrees. 3 blocks complete. Stop at 1120.  ",Beto-11082020-004,200811_Beto_selectivity_basic,19,4,NaN,N:\Stimuli\2020-Hessian\beto-200811-selectivity
NaN,,NaN,,"Betadine. In rig at 935. Rf start at 941. 4 blocks at 950. 25 (0, 0) 3 1; 29(-0.2, 1.2) 3 1 
Generate BIggan fc6 vs biggan. CH 28 (-1.5, 0) 3 1 CMAES hash. 
Ahhh it froze!! I stopped recording, Carlos came and fixed, did not receive spikes for one image so it stopped. All fixed. Restarting. ",Beto-13082020-001,200813_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_Hessian,5,,"Generate BIggan fc6 vs biggan. CH 28 (-1.5, 0) 3 1 CMAES hash. 
Start at 10:11. Block 12, still neither climbing. Both climbing together around 20. 30 blocks complete stop at 1042.  ",Beto-13082020-003,200813_Beto_generate_BigGAN(1),28,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-13-Beto-01\2020-08-13-10-11-18
NaN,BigGAN_Hessian,5,,"Selectivity start at 1052.  CH 28 (-1.5, 0) 3 degrees, with Hess images. Biggan ended up evolving a white object diagonal through image (bird, dress, building) 4 blocks at 1111 ",Beto-13082020-004,200813_Beto_selectivity_basic,28,3,NaN,N:\Stimuli\2020-Hessian\beto-200813-selectivity
NaN,,NaN,,"Rf start at 941. 4 blocks at 946. complete ",Beto-17082020-001,200817_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_Hessian,6,,"CH 26 (-2, 0) 4 1 CMAES. Hash. Fc6 vs bigGAN class.  
Start at 9:51. Fc6 started out gray, all good. Nothing yet. Psth looks good tho. Both are trying to climb. Biggan started much higher than fc6 but is staying flat. Fc6 is climbing. Biggan psth looks good and is higher than fc6 but it never climbed. Fc6 climbed. 32 blocks at 1024. complete 
CH 25 (-2, 0) 4 1 CMAES. Hash. Fc6 vs bigGAN class. Start at 1026.  
Both climbing block 7.  
His head is moving more it seems. Bumpy. Stopped at 1040. Checked, hp screws were loose, he musy have bumped enough ",Beto-17082020-002,200817_Beto_generate_BigGAN(1),26,4,NaN,N:\Stimuli\2020-BigGAN\2020-08-17-Beto-01\2020-08-17-09-51-16
NaN,BigGAN_Hessian,6,,"Selectivity with CH 26 images. Start at 1048.  
Ch 26 (-2, 0) 4 1. super creepy white dog or baby doll face. complete ",Beto-17082020-004,200817_Beto_selectivity_basic,26,4,NaN,N:\Stimuli\2020-Hessian\beto-200817-selectivity
NaN,Sel_BigSet,2,,"002 at 1159 AM 
selectivity, half big set at (-1,0) 
54%, about 100 correct trials per block, on block 225… 
53% at 1217 PM 
stopped at 1221 ",Beto-06012020-002,200106_Beto_selectivity_basic(1),NaN,NaN,NaN,N:\Stimuli\2019-Selectivity\bigSetHalf
NaN,Sel_BigSet,3,,"003 More selectivity, but first let's debug why the plot 
(-0.5,-2), huh, the SU is gone 
restarted at 1229 
Lets get through 4 blocks 
Stopped at 12:53, 4 blocks complete ",Beto-06012020-003,200106_Beto_selectivity_basic_29,NaN,NaN,NaN,N:\Stimuli\2019-Selectivity\bigSetHalf
NaN,Sel_BigSet,4,,"004 Start at 12:57 selectivity (-3,-5) 3 
120 ms reward, hes starting to shake… 
135 reward at 108, hes grumpy but working (60%) 
Added aq reward at 117, one more block… 
4 blocks complete, going to let him go til he's done 
6 blocks complete, stopped at 1:38 ",Beto-06012020-004,200106_Beto_selectivity_basic,NaN,NaN,NaN,N:\Stimuli\2019-Selectivity\bigSetHalf
NaN,,NaN,,"Hp at around 345 PM 
001 at 355 PM, rfmapping 
starting at 72% participation, not bad.  
25 at (-0.2,0). Weak psth with 1-deg image ",Beto-18082020-001,200818_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,7,,"002 at 402 PM 
big gan 
25 (-0.1,0) 3 1 CMAES, fc6 and biggan class 
modest psths at first, comparable 
5 min in, not much happening on any front.  
biggan moving into reference territory, but fc6 crashing. Of note, we haven't had particularly good evolutions from 25 before (only two, kinda meh). 
Will go to 25 
411 PM, noise increasing, movement noise.  Block 15 is corrupted by noise. May be a reason to subtract baseline now. Yeah, signal is unstable. 
414 bumpies begin. Starting acq reward. More instability.  
He tongues the lixit out of the way. Should righten it up 
Baseline is acting weird. Not sure what to believe here, although images are looking similar. Brown contour on the left side of the image, and background being cleared up 
ended at block 35, gotta get those hessians 
entered into proj biggan ",Beto-18082020-002,200818_Beto_generate_BigGAN,25,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-18-Beto-01\2020-08-18-16-02-08
NaN,BigGAN_Hessian,7,,"003 at 439 PM 
selectivity with hessian 
head's unstable but fixation still works 
25 (-0.1,0) 3 
bumpy. 4 blocks completed. 200 cc consumed so far, 448 PM, so working for not even an hour. Oof. He's gotta do at least 10 more minutes. ",Beto-18082020-003,200818_Beto_selectivity_basic,25,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-18-Beto-01\2020-08-18-16-02-08\Hess_imgs
NaN,,NaN,,"Rf mapper start at 926. 3 blocks complete stop at 933.  
CH 15 or try a v4.  ",Beto-20082020-001,200820_Beto_rfMapper_basic,NaN,NaN,NaN,
NaN,BigGAN_FC6,NaN,,"Generate bigGAN start at 938.  
CH 15 (0, 1.5) hash. 4 1 CMAES  fc6 vs bigGAN. Hes working pretty well. Looking good, psth, both look to be climbing at block 7. fc6 is winning so far. Fc6 is climbing like crazy, biggan still struggling. Biggan is trying to make two objects in lower half of image, but is is so busy it doesn’t look like much. 28 blocks stop at 1008 
entered into proj biggan ",Beto-20082020-002,200820_Beto_generate_BigGAN(1),15,4,NaN,N:\Stimuli\2020-BigGAN\2020-08-20-Beto-01\2020-08-20-09-38-38
NaN,BigGAN_Hessian,8,,"Generate biggan start at 1011 
CH 49 (0, 0) 3 1 CMAES. Hash. Fc6 vs bigGAN. Sounds very VR. Both are climbing at block 12. Biggan is a wheel. Both are climbing, fc6 more so.  it doesn’t help biggan started out higher to begin with though. 29 blocks stop at 1041. 
entered into proj biggan ",Beto-20082020-003,200820_Beto_generate_BigGAN(2),49,3,NaN,N:\Stimuli\2020-BigGAN\2020-08-20-Beto-02\2020-08-20-10-11-12
NaN,BigGAN_Hessian,8,,"Trying selectivity with Heesian images. Start at 1047. 
CH 49 (0,0) 3 degrees. Would like to get through 5 blocks. Blasting him, hes doing okay. 3 blocks in 10 minutes ",Beto-20082020-004,200820_Beto_selectivity_basic,49,3,NaN,N:\Stimuli\2020-Hessian\beto-200820-selectivity
NaN,,NaN,,"Rf mapper start at 935. 4 blocks. complete ",Beto-24082020-001,200824_Beto_rfMapper_basic,NaN,NaN,NaN,
